User-ID;ISBN;Book-Rating
278221;0804106304;9
278356;0312265859;7
278356;0374270325;9
278356;0439064872;8
278356;0439136369;10
278356;0439139600;10
278356;043935806X;10
278356;0671016768;8
278418;0345369335;7
278418;0394800168;10
278418;0394820371;8
278418;042513525X;5
278418;0425140032;5
278418;0425178102;7
278418;042518630X;7
278418;0440184622;7
278418;0440207622;7
278418;0515130389;8
278418;0515131229;8
278418;0786862572;5
278582;0312980140;7
278582;0312983298;3
278582;0312983867;7
278582;0312990456;5
278582;0312991460;6
278582;0345350499;10
278582;0425163717;7
278582;0425191583;8
278582;0441478123;10
278582;0449221512;8
278582;0451202503;10
278582;0515136557;8
278582;0671001795;8
278582;1400034779;10
278633;0060987561;10
278633;0140244824;7
278633;014028009X;2
278633;0140296298;7
278633;0142000205;7
278633;0316096199;8
278633;0316666343;9
278633;0316899984;7
278633;0375703063;7
278633;0440226430;9
278633;0440514428;9
278633;0446679593;8
278633;0449907481;6
278633;0451163524;5
278633;0515131083;10
278633;0553278355;8
278633;0671038184;8
278633;0684814994;10
278633;0688170528;8
278633;0743225082;7
278843;0060173289;9
278843;0060517794;7
278843;014028009X;8
278843;0142000205;9
278843;0399146431;9
278843;0440211263;7
278843;0553274503;8
278843;059035342X;8
278843;0679412956;8
278843;0767902890;9
278843;0786881852;8
242;0553278223;10
243;0060915544;10
243;0060977493;7
243;0316601950;9
243;0316776963;9
243;0316899984;7
243;0375400117;10
243;0385720106;7
243;0425163407;9
243;044023722X;7
243;0446364800;9
243;0446606383;6
243;0449006522;6
243;155874262X;5
254;0060934700;9
254;0064471047;7
254;0066238501;5
254;0142001740;9
254;0380789035;10
254;0380973650;9
254;0399146431;9
254;0439064864;9
254;0439064872;9
254;0439136350;9
254;0439136369;9
254;0439139597;9
254;0451167317;8
254;0451524934;9
254;0451526341;8
254;0590353403;9
254;0618002219;9
254;0618002227;8
254;0671021001;7
254;0679879242;8
388;0060973897;8
388;0060976845;3
388;006101351X;6
388;0449002632;7
388;0553569058;10
388;1573225126;5
388;1878424319;7
503;0140179836;10
503;0385496095;10
503;068484267X;10
503;1558743669;10
507;0140230165;7
507;0142001740;10
507;0451184718;9
507;0553564528;7
507;0553575538;7
507;0553576801;7
507;055357695X;7
507;0553583441;7
507;0553583468;7
507;0679893105;9
507;0689710879;10
507;0689710887;10
507;0743260244;10
638;0316603287;9
638;0316666343;10
638;0316693006;10
638;0316693200;9
638;0316769487;10
638;0316776963;10
638;0316779423;10
638;0316779490;9
638;0316789089;10
638;0316969443;10
638;0345339711;10
638;0385420161;9
638;0385504209;10
638;0385505833;10
638;0425184129;9
638;0446523569;10
638;0446525502;9
638;0446525537;9
638;0446527793;10
638;0446531332;10
638;0670892963;7
638;0671042556;9
638;0679442790;10
638;0679746048;7
638;0743406176;10
638;1558747028;10
643;0061092606;8
643;0671894455;7
643;0743222229;8
643;1853260002;2
651;0060934719;8
651;0425142485;6
651;0786886463;7
709;0064405052;9
709;015216250X;10
709;0316666343;3
709;0345391802;7
709;0440219078;10
805;0060256672;10
805;0060928336;7
805;0140077022;10
805;0156027321;9
805;0316777730;7
805;039592720X;9
805;0440215625;8
805;0452282152;8
805;0553268449;8
805;0671003755;8
805;0679732764;10
805;0877733759;10
882;0064401847;10
882;0373218400;5
882;0373484224;7
882;0380018179;10
882;0385504209;10
882;0425179672;10
882;0440235162;10
882;0515134368;6
882;0515135062;6
882;0517556278;8
882;0553250426;10
882;0553272586;5
882;0553280589;10
882;0553572997;10
882;067101420X;4
882;0679429220;9
882;067976402X;10
882;0743457943;5
929;0312140940;8
929;0345285549;5
929;0385314744;7
929;0439404371;8
929;0440224624;6
929;0451169530;6
929;0553234811;6
929;0553296981;10
929;0671617028;8
929;0894803700;8
1025;0060562080;8
1025;0060928336;5
1025;0142000663;10
1025;0380012863;8
1025;0394404289;9
1025;0552998001;9
1025;068484267X;9
1025;0743225082;8
1131;0060934417;8
1131;0060976845;7
1131;0070212570;7
1131;0312243022;8
1131;0312983824;6
1131;0345370805;7
1131;0375703055;7
1131;0385480016;9
1131;0394758285;7
1131;0446672211;7
1131;0446673544;5
1131;0449149676;7
1131;0451187903;7
1131;0671004565;6
1131;0671793489;7
1131;0679772677;7
1131;0743418174;7
1211;0385504209;9
1211;2070360024;8
1248;0345367898;10
1248;0449912558;10
1248;0553580272;10
1424;0060512822;7
1424;0060930535;7
1424;0061015725;8
1424;0061097314;5
1424;0142001430;7
1424;0156001314;8
1424;0385720106;7
1424;0671776134;8
1424;0767902521;8
1424;0804106304;6
1435;0060915544;10
1435;0060977477;5
1435;0345378490;5
1435;0345387651;5
1435;0399133143;5
1435;0446611239;10
1435;0446672211;8
1435;0451183665;7
1435;0451208765;4
1435;0517149257;10
1435;0671024248;4
1435;068484267X;8
1435;0684848783;5
1435;080410753X;10
1435;0971880107;5
1435;155874262X;10
1548;0312243022;8
1548;034540288X;5
1548;0345425707;8
1548;0425167313;8
1548;0452282152;8
1585;0316182540;7
1585;0345413903;7
1585;0446604658;6
1585;0446611611;6
1585;0449212602;8
1585;0553282476;7
1585;0553299506;7
1585;0684867621;4
1674;0060975547;9
1674;0345384466;7
1674;0345416880;7
1674;0375725784;10
1674;038548951X;10
1674;0449912558;5
1733;0312983824;5
1733;0316089699;5
1733;0345447840;10
1733;0373218400;9
1733;0373242328;6
1733;0380775840;9
1733;0440168724;9
1733;0446357405;7
1733;0446364762;5
1733;0446527130;7
1733;0515118230;8
1733;051513287X;9
1733;059035342X;10
1733;0971880107;1
1848;0156027321;10
1848;0345342968;10
1848;0345348109;9
1848;0345378482;8
1848;0345417623;8
1848;0345443683;9
1848;0451169530;5
1848;0684818868;10
1848;0786868716;10
1848;0812511816;10
1848;0812513738;8
1848;0812550706;8
1903;0316777730;10
1903;0345409469;10
1903;0385722192;2
1903;044022330X;6
1903;0679430946;10
1903;0812550706;10
2030;0140298479;10
2030;0394404289;10
2030;0440108268;10
2030;044020562X;10
2033;0060248025;10
2033;0060256737;10
2033;0140386645;8
2033;0142000663;10
2033;0345337662;5
2033;0439064864;9
2033;0439136350;9
2033;0439139597;9
2033;043935806X;9
2033;0451456718;10
2033;051513628X;6
2033;0553573136;8
2033;0590353403;9
2033;0671524313;6
2033;0688149790;8
2033;0765342987;10
2033;0765345048;10
2033;0812532597;8
2033;0812575717;10
2033;0836204387;10
2033;0836218256;9
2033;0836218787;10
2033;0836220889;10
2033;0836221362;10
2033;0886774012;9
2033;0920668372;10
2110;0060987529;7
2110;0151008116;5
2110;015216250X;8
2110;0345314255;10
2110;0345317580;10
2110;0345335287;10
2110;0451137965;9
2110;051512463X;8
2110;0515127396;8
2110;0515134384;5
2110;0515136557;3
2110;059035342X;10
2110;0671527215;9
2110;0671695304;10
2179;0060392452;9
2179;0312263120;8
2179;0385504209;10
2179;0446532231;9
2179;0451524934;8
2179;0553373803;10
2179;0590353403;10
2179;0618002219;9
2179;0886777844;9
2276;0061030643;8
2276;0345379144;10
2276;0345404793;9
2276;0345423615;9
2276;0345447867;9
2276;0380002930;9
2276;0385505833;5
2276;0425119653;8
2276;0425172546;9
2276;0425182908;4
2276;0440221471;10
2276;0440236673;10
2276;0446609323;9
2276;0446612790;10
2276;0451204891;9
2276;0553263226;10
2276;0553575538;10
2276;0553576801;8
2276;0553582526;9
2276;0553583468;10
2276;0553584510;9
2276;0553585118;10
2276;0671016768;8
2276;0671524313;10
2276;0671660632;5
2276;0671797050;10
2276;0805063897;10
2276;0812513711;8
2276;0812517725;8
2313;0020442602;9
2313;0060173289;9
2313;0345348036;9
2313;034545104X;5
2313;0385482388;5
2313;0399141146;3
2313;0399146431;5
2313;0452260116;9
2313;0553278223;7
2313;0679745580;8
2337;0060928336;9
2337;0060987561;7
2337;0142001740;8
2337;0312265867;7
2337;0345350499;9
2337;0385505833;7
2337;0440403278;10
2337;0451191145;9
2337;0451191153;8
2337;0671510126;8
2337;0842314296;10
2358;0064408655;9
2358;0440220653;8
2358;0451160312;6
2363;0671726889;9
2766;0060958022;8
2766;014034294X;9
2766;0316666343;9
2766;0380726815;6
2766;0385508417;7
2766;0425178102;5
2766;0440204194;8
2766;0440211263;8
2766;0440219078;8
2766;0440221595;8
2766;0440237688;7
2766;044048474X;7
2766;0446310786;10
2766;0446516538;6
2766;0446611867;7
2766;0449005615;9
2766;0553279912;7
2766;0670030643;8
2766;0671721291;6
2766;0679751602;6
2766;0684801221;10
2766;0767902521;8
2766;0874869870;9
2766;0971880107;6
2766;1558745718;7
2891;0060928336;6
2891;0142001740;7
2891;0156027321;5
2891;0345404475;7
2891;0374100128;7
2891;0385482388;7
2891;038548951X;8
2891;0385503857;9
2891;0449912558;9
2891;0452260116;8
2891;0553211404;7
2891;0553562967;7
2891;0671003755;7
2891;0679732764;8
2891;0804106304;7
2891;0918949165;7
2891;140003065X;9
2891;1400032717;8
2977;0060981180;8
2977;0142001430;7
2977;0316569321;7
2977;037570504X;5
2977;0375725784;3
2977;0425130215;9
2977;0449002632;8
2977;0452282152;7
2977;0525945210;6
2977;0671021001;9
3145;0394571029;10
3145;0425182908;7
3145;044021145X;9
3145;0440419468;8
3145;0446343455;8
3145;0446359866;9
3145;0446611611;8
3145;044661193X;9
3145;0743469801;9
3145;1573229326;5
3167;0345335651;9
3167;0345337662;5
3167;0345370775;9
3167;034540288X;7
3167;0380012863;8
3167;0425181464;8
3167;0440219078;10
3167;0440998050;10
3167;0515090174;7
3167;0671004107;9
3167;067150987X;6
3167;080410526X;6
3167;0812550706;10
3282;0451205421;8
3282;0553148001;9
3346;0064407055;5
3346;0316666343;9
3346;0345413350;8
3346;0380789035;6
3346;0689710879;6
3346;0689710887;6
3346;0836204387;9
3346;0836218256;10
3346;0836218353;10
3346;0836218620;9
3363;0060652934;7
3363;006098824X;10
3363;0064405176;10
3363;0064472795;10
3363;0312171838;10
3363;0316096199;10
3363;0345453387;8
3363;0373250118;7
3363;0373250126;8
3363;0373250207;10
3363;0373250223;9
3363;0380754843;8
3363;0380814021;10
3363;0380973545;10
3363;0385722435;10
3363;044652087X;10
3363;0446672211;10
3363;0553213164;10
3363;0671027344;9
3363;0679751602;8
3371;0070212570;10
3371;0373079613;7
3371;0373484003;7
3371;0373484410;5
3371;0380775840;5
3371;0394800133;10
3371;0425175405;8
3371;0440226430;9
3371;0451169530;10
3371;0515122734;9
3371;0671004573;7
3371;0671528203;7
3371;0671705091;7
3371;0743439740;10
3371;0802135196;7
3373;0312291639;8
3373;0312995423;5
3373;0345386132;5
3373;0375727345;7
3373;039914613X;7
3373;0399149155;8
3373;0425161242;3
3373;0425178951;5
3373;0440236703;5
3373;0449003787;7
3373;0452264464;10
3373;0671014919;6
3373;0671027360;5
3373;0671027387;5
3556;0385504209;10
3556;0385508042;9
3556;0440439884;10
3556;044651652X;10
3556;0671027360;10
3556;0842321934;10
3556;0842329277;10
3578;0060987049;9
3578;0345347951;8
3578;0679417796;9
3578;0802130208;10
3578;1550548913;9
3578;1573225517;10
3675;0375725849;10
3719;0345384369;8
3719;0449219410;9
3719;0451408888;8
3719;051512608X;7
3719;0515127221;7
3719;0679454446;8
3827;0140132708;10
3827;014029628X;6
3827;0312274920;8
3827;0345337662;7
3827;0345348036;9
3827;0345351525;8
3827;034538475X;8
3827;0345409671;8
3827;0345413350;7
3827;0345423402;7
3827;0441004326;8
3827;0553562614;10
3827;0553573314;9
3827;0756401364;7
3827;0765342987;10
3827;0765345048;10
3827;0804114986;10
3827;0826308791;8
3827;0886777844;7
3840;0345423291;10
3840;0385508042;8
3840;051513287X;9
3840;1570613818;9
3840;193156146X;10
3917;0156007754;7
3917;031205436X;10
3917;038533348X;7
3917;0394758285;7
3917;0670892963;5
3917;0679722645;7
3917;1573226521;7
3917;1573228214;8
3923;0060192119;7
3923;0064407667;5
3923;0064407675;5
3923;0380789019;7
3923;0380977788;6
3923;0441304834;6
3923;0515134449;4
3923;0553577808;8
3923;0767902890;7
4017;006000438X;10
4017;0060175966;9
4017;0060517794;10
4017;0060915544;8
4017;0060929871;9
4017;0060930187;10
4017;0060964049;9
4017;0140042598;10
4017;0140244824;10
4017;014028009X;9
4017;015600710X;10
4017;0156007754;9
4017;0312150601;5
4017;0316096199;10
4017;0316666343;10
4017;0316789844;10
4017;0316899984;5
4017;0345423097;10
4017;0345423291;9
4017;0345424719;10
4017;0345433491;9
4017;0345443284;10
4017;0375406530;10
4017;0375411550;10
4017;0375500510;10
4017;037570504X;10
4017;0375705856;9
4017;0375707972;10
4017;0380005239;10
4017;0380730138;9
4017;0380820145;9
4017;0385265700;9
4017;0385318782;8
4017;0385319207;10
4017;038533334X;10
4017;0385486804;10
4017;0385502532;9
4017;0399142789;10
4017;0446310786;10
4017;0446516538;7
4017;0446677450;10
4017;0449002985;8
4017;0449911004;8
4017;0452260116;9
4017;0452280621;10
4017;0452282829;10
4017;0670892963;8
4017;0671038184;10
4017;0671510053;10
4017;067976402X;10
4017;0679774025;8
4017;068484267X;10
4017;068484477X;5
4017;0688177859;7
4017;0743439740;10
4017;1558746161;10
4017;1565122968;10
4017;1573225789;9
4157;0060392452;8
4157;0316779237;10
4157;0380727501;8
4157;0440206154;9
4157;0812968379;9
4157;0836221192;7
4197;0316693286;4
4197;0316969680;5
4197;0679463070;8
4197;0684841185;9
4334;0060392452;6
4334;0380816555;7
4334;0451099648;7
4334;0451137965;8
4334;0451149513;8
4334;0451177096;7
4385;0440221471;10
4385;1551667436;10
4622;0060175400;10
4622;0140177396;8
4622;034540288X;4
4622;0385336179;10
4622;0767914767;8
4622;0786886463;7
4622;0802132952;1
4785;006101351X;5
4785;0140293248;6
4785;0140298479;7
4785;0312291639;9
4785;038070613X;9
4785;0380789019;7
4785;0380816555;7
4938;006101351X;7
4938;0345313860;10
4938;0385492081;7
4938;0425115801;9
4938;042513525X;7
4938;0440220602;8
4938;0441790348;10
4938;0451156609;10
4938;0515095826;8
4938;0515127221;8
4938;0684862719;8
5037;0380709538;8
5037;0440211727;10
5037;0440213525;8
5037;0440214041;9
5037;0440221471;10
5037;0440226430;6
5037;0446608955;8
5037;0671695142;3
5037;0671729462;3
5037;0671867113;4
5037;0743225406;3
5209;0553580272;9
5350;0140620109;7
5385;0345370775;10
5385;0345409671;10
5385;0345422384;3
5476;0312278586;7
5476;0316096199;4
5476;0316666343;4
5476;0316693235;5
5476;0316780812;10
5476;0316782262;6
5476;034540761X;7
5476;0385504209;10
5476;0425121631;8
5476;0440225701;5
5476;0446609323;5
5476;0525945210;8
5476;0670031062;7
5476;0679439382;1
5476;0688177743;10
5476;0743407083;9
5476;0804108749;8
5499;0316710571;10
5499;0345452577;10
5499;0345458915;10
5499;0385510438;10
5499;0385511612;10
5499;0399149821;10
5499;0553802496;10
5539;0142001740;8
5539;0345339681;10
5539;0345423402;8
5539;0345423429;7
5539;0385490445;10
5539;0451206525;9
5539;0451208765;6
5539;0618129022;10
5539;0671027387;10
5539;0743454146;10
5539;0875421180;5
5582;0060987324;8
5582;014028009X;10
5582;0140293248;9
5582;0312966970;10
5582;0312976275;10
5582;0345301110;7
5582;0345334531;8
5582;0345409671;10
5582;0345409876;8
5582;0345423402;10
5582;0375401598;7
5582;0380789035;9
5582;0380817683;8
5582;0380820293;8
5582;0425152251;10
5582;0425173631;10
5582;0425176304;10
5582;0425178579;10
5582;0425181464;10
5582;0425181685;10
5582;0425183971;10
5582;0440108268;8
5582;0441005748;10
5582;0441007813;10
5582;044651652X;7
5582;0451191137;10
5582;0451191145;10
5582;0451191153;10
5582;0452281423;7
5582;0515093556;7
5582;0515131091;10
5582;0553212451;9
5582;0679433015;6
5582;0679454470;7
5582;0679454489;8
5582;0679720200;10
5582;0679785892;9
5582;0786808012;10
5582;0874776945;9
5582;087542791X;8
5582;0894803204;10
5582;0918949165;10
5582;1551668653;8
5582;1558744150;5
5899;0061020710;8
5899;0380789035;9
5956;0842329129;5
6073;0060981180;9
6073;0345347536;8
6073;0345404475;9
6073;0345427637;6
6073;0380002930;10
6073;0385474547;9
6073;0440211727;6
6073;0440214041;5
6073;0440226430;6
6073;0553213105;8
6073;0553273914;9
6073;0553380095;8
6073;0671742515;9
6073;0679723161;10
6073;0679735909;10
6073;067976397X;10
6073;0679776818;9
6073;0767902890;10
6073;0802130208;10
6238;0156006391;9
6238;0156007754;9
6238;0345361792;8
6238;0345389964;10
6238;0345424719;10
6238;0345449347;7
6238;0375701907;8
6238;0553377868;10
6238;0679745203;9
6238;0679751521;10
6238;0679777547;10
6238;0804115613;9
6242;006000438X;6
6242;0060934417;7
6242;0060935464;7
6242;0060958022;6
6242;0060975547;5
6242;0060987103;7
6242;0140293248;5
6242;0142001430;7
6242;0156006391;5
6242;0312099436;5
6242;0312144075;5
6242;0312150601;5
6242;0312195516;7
6242;0312243022;8
6242;0312282990;6
6242;0312291639;5
6242;0375705198;6
6242;0375705856;5
6242;0375706410;8
6242;0375707972;8
6242;0375726403;7
6242;038542017X;7
6242;0385475772;7
6242;0385720467;7
6242;039592720X;5
6242;0446670251;5
6242;0446678457;5
6242;0452264464;5
6242;0679745653;5
6242;0679746048;5
6242;0679751521;5
6242;067976402X;8
6242;0679777547;6
6242;0684195488;7
6242;0684800713;6
6242;068484267X;8
6242;068484477X;8
6242;0767903382;7
6242;0871136791;8
6242;1573225789;7
6242;1573227331;6
6242;1573228214;6
6242;1573229326;6
6251;0060256737;10
6251;0060392452;10
6251;0061009059;7
6251;0064400565;10
6251;0064405052;8
6251;0140067477;10
6251;014017737X;9
6251;0140257934;8
6251;0140328696;9
6251;015602943X;10
6251;0312950586;10
6251;0312952716;8
6251;0312966091;9
6251;0312980140;7
6251;0316569321;8
6251;0345392825;8
6251;0375504613;7
6251;0375725784;4
6251;0375727345;6
6251;0380600129;10
6251;0380789035;7
6251;0380807343;8
6251;0380813815;10
6251;0385484518;7
6251;0394404289;10
6251;039480001X;10
6251;0394820371;10
6251;042519485X;8
6251;0439136350;10
6251;0439139597;10
6251;043935806X;9
6251;0440206154;7
6251;0440222656;7
6251;0440224675;6
6251;0440487617;10
6251;0440498058;10
6251;0440998050;10
6251;0441003257;10
6251;0446343455;9
6251;0446532231;10
6251;0517149257;10
6251;0553210092;7
6251;0553274325;10
6251;0553560247;7
6251;0609610597;3
6251;0670894605;8
6251;067150987X;10
6251;0671660632;10
6251;0679454446;8
6251;0679731148;7
6251;067976402X;8
6251;068484267X;8
6251;0688149790;7
6251;0786817070;8
6251;0786869216;10
6251;0786885688;8
6251;0807083054;9
6251;0809117541;10
6251;0836218353;10
6251;0836218655;10
6251;0836220730;10
6251;0836220986;10
6251;1400032717;10
6251;156402976X;10
6280;0060936231;5
6280;0151008116;9
6280;0553278223;9
6323;0345313860;6
6323;0380710218;3
6323;0380717018;1
6323;0380730820;5
6323;0385424728;6
6323;0425163385;7
6323;0440211263;9
6323;0440213525;6
6323;0440236169;2
6323;0446601241;8
6323;0446667900;7
6323;0553275100;5
6323;0553284789;6
6323;0671011375;6
6323;0679450408;4
6323;0805036377;5
6431;0439064864;10
6431;0439136350;10
6431;0439139597;10
6431;043935806X;10
6431;0446363669;8
6431;0590353403;10
6431;0684853523;8
6431;0971880107;4
6532;031286504X;9
6532;038533348X;9
6532;0425099334;4
6532;0425181103;7
6532;0553106651;9
6532;0553560719;7
6532;0553560735;8
6532;0671032658;8
6532;0743457358;7
6532;0812550706;9
6532;1853260150;8
6537;0316284955;8
6537;0385722206;6
6537;0446516538;4
6537;0446672211;8
6537;0670865796;8
6537;0671729462;7
6537;0684853507;7
6543;0060987103;10
6543;0061009059;8
6543;0061009504;10
6543;0061020710;6
6543;0061031550;9
6543;014025448X;8
6543;0140257934;7
6543;0140265686;7
6543;0140270590;7
6543;0140280553;6
6543;0142001740;9
6543;0142004278;6
6543;0312099436;10
6543;0312289723;8
6543;0312306326;6
6543;0312979096;7
6543;0312980140;8
6543;0345342968;8
6543;0345436911;8
6543;0345445848;7
6543;0374100128;5
6543;0380780860;6
6543;0380792745;9
6543;0380813815;10
6543;0380978415;8
6543;038548951X;10
6543;0385721420;7
6543;0385722206;6
6543;0399149422;5
6543;0399152288;7
6543;0425192725;8
6543;0440212561;8
6543;0446604658;8
6543;0446605484;10
6543;0446610038;9
6543;0451179285;10
6543;0451197399;7
6543;0451206002;6
6543;0451207246;7
6543;0553251481;10
6543;0553274503;8
6543;055356773X;6
6543;0553574566;8
6543;060980619X;7
6543;0670030643;7
6543;067976397X;7
6543;0743235150;8
6543;0767905385;7
6543;0802135161;6
6543;0805062971;8
6543;0836218051;10
6543;1400031346;6
6543;1400031354;7
6543;1400031362;8
6543;1563898586;8
6543;1573225789;9
6563;0060085444;6
6563;0060199652;8
6563;0060915544;9
6563;0060987103;8
6563;0060987529;8
6563;0061097101;10
6563;0312171838;5
6563;0312278586;7
6563;0316693324;5
6563;0375412530;6
6563;0385335830;7
6563;0385413041;8
6563;0385484518;10
6563;0425155722;8
6563;0439139600;9
6563;043935806X;10
6563;0440211727;10
6563;0440213525;9
6563;0440224594;9
6563;0440226430;9
6563;0446600474;7
6563;0446613266;9
6563;0446675059;8
6563;0451188489;5
6563;0552998001;8
6563;059035342X;8
6563;0670032379;9
6563;0671021001;2
6563;0671693816;7
6563;0671727583;8
6563;0679751602;9
6563;0684872153;1
6563;0743418174;9
6563;0767900383;3
6563;0786868716;10
6563;0786881852;8
6563;0804114609;10
6563;0812967240;7
6563;1400031346;8
6563;1558745017;5
6563;1558746226;5
6575;006000438X;9
6575;0060198133;8
6575;0060502258;8
6575;0060926317;2
6575;0060928336;8
6575;0060929790;8
6575;0060934417;9
6575;0060976241;8
6575;0060987103;9
6575;014028009X;4
6575;0140293248;8
6575;014029628X;7
6575;0140298479;6
6575;0141000198;4
6575;0142001740;8
6575;0156006391;9
6575;0156007754;8
6575;015602943X;10
6575;0312144075;9
6575;0312150601;8
6575;0312195516;8
6575;0312243022;7
6575;0312265867;9
6575;0312282990;9
6575;0312966970;9
6575;0312980140;9
6575;0312986343;5
6575;0312990456;9
6575;0316776963;8
6575;0316777722;9
6575;0316779423;5
6575;0345366239;9
6575;034536676X;7
6575;0345391802;8
6575;0345413350;5
6575;0345416260;8
6575;0345423135;7
6575;0345433491;8
6575;0373250126;5
6575;0374121230;6
6575;037541309X;9
6575;0375502238;7
6575;037570485X;9
6575;0375705856;8
6575;0375706410;9
6575;0375706771;7
6575;0375725784;7
6575;0375760911;7
6575;0380002930;4
6575;0380730200;8
6575;0380977788;9
6575;038533334X;4
6575;0385335482;5
6575;0385474547;8
6575;0385484518;6
6575;0385720106;7
6575;0385722206;9
6575;0399151648;7
6575;042513699X;5
6575;0425184943;4
6575;0440221099;7
6575;0446527785;1
6575;0446600660;7
6575;0446603422;5
6575;0446604666;7
6575;0446606812;2
6575;0446672211;8
6575;0449002985;7
6575;0449213447;9
6575;0449911004;8
6575;0451163966;8
6575;0452282152;6
6575;0553279912;7
6575;0553289691;6
6575;0553574663;6
6575;0609804138;8
6575;0670869902;7
6575;0671001795;9
6575;0671743058;7
6575;0679429220;6
6575;0679442405;9
6575;0679457526;7
6575;0679731148;7
6575;0679736042;7
6575;0679745203;8
6575;0679746048;9
6575;0679751602;9
6575;067976402X;7
6575;068484267X;9
6575;0743227441;7
6575;080410526X;5
6575;0804106304;9
6575;080410753X;8
6575;0804111359;2
6575;0811801802;9
6575;0811802981;9
6575;0836217012;8
6575;0836218515;9
6575;0836218655;8
6575;0836218817;8
6575;0877017883;9
6575;0890876517;6
6575;0894808249;6
6575;1400031346;9
6575;1400031354;9
6575;1400034779;9
6575;1573229725;8
6575;1885171080;6
6577;0345441265;7
6577;0425181464;5
6577;0425182878;7
6577;0440224705;7
6577;0446527785;7
6577;0449003795;5
6577;067976402X;9
6577;068484267X;10
6577;0743237188;9
6577;074343627X;10
6611;0060652934;9
6611;0345369947;10
6611;0345404319;10
6611;0375411992;10
6611;0394587863;10
6611;0440204887;9
6611;0679412956;10
6611;0679433015;9
6611;0679732411;8
6611;0842329129;9
6611;0842329218;9
6662;0380814803;10
6662;0425181685;8
6662;0425188361;8
